2021-09-02T14:45:16.009+09:00,sungc,IdeState,Active,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,0,25,Default task
2021-09-02T14:45:17.025+09:00,sungc,IdeState,Active,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,0,25,Default task
2021-09-02T14:45:17.780+09:00,sungc,Action,EditorEnter,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,0,25,Default task
2021-09-02T14:45:17.784+09:00,sungc,KeyEvent,10:10:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,4,Default task
2021-09-02T14:45:18.033+09:00,sungc,IdeState,Active,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,4,Default task
2021-09-02T14:45:18.068+09:00,sungc,KeyEvent,112:80:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,4,Default task
2021-09-02T14:45:18.315+09:00,sungc,KeyEvent,117:85:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,5,Default task
2021-09-02T14:45:18.429+09:00,sungc,KeyEvent,98:66:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,6,Default task
2021-09-02T14:45:18.535+09:00,sungc,KeyEvent,108:76:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,7,Default task
2021-09-02T14:45:18.757+09:00,sungc,KeyEvent,105:73:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,8,Default task
2021-09-02T14:45:18.883+09:00,sungc,KeyEvent,99:67:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,9,Default task
2021-09-02T14:45:19.034+09:00,sungc,IdeState,Active,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,10,Default task
2021-09-02T14:45:19.094+09:00,sungc,KeyEvent,32:32:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,10,Default task
2021-09-02T14:45:19.223+09:00,sungc,KeyEvent,115:83:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,11,Default task
2021-09-02T14:45:19.334+09:00,sungc,KeyEvent,116:84:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,12,Default task
2021-09-02T14:45:19.444+09:00,sungc,KeyEvent,97:65:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,13,Default task
2021-09-02T14:45:19.541+09:00,sungc,KeyEvent,116:84:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,14,Default task
2021-09-02T14:45:19.668+09:00,sungc,KeyEvent,105:73:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,15,Default task
2021-09-02T14:45:19.826+09:00,sungc,KeyEvent,99:67:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,16,Default task
2021-09-02T14:45:20.043+09:00,sungc,IdeState,Active,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,17,Default task
2021-09-02T14:45:21.053+09:00,sungc,IdeState,Active,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,17,Default task
2021-09-02T14:45:21.463+09:00,sungc,KeyEvent,32:32:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,17,Default task
2021-09-02T14:45:21.700+09:00,sungc,KeyEvent,118:86:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,18,Default task
2021-09-02T14:45:21.816+09:00,sungc,KeyEvent,111:79:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,19,Default task
2021-09-02T14:45:21.884+09:00,sungc,KeyEvent,105:73:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,20,Default task
2021-09-02T14:45:22.000+09:00,sungc,KeyEvent,100:68:0,Helloworld,Editor,C:/Users/sungc/IdeaProjects/Helloworld/src/HelloWorld.java,,1,21,Default task
